"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-04","5.6",,"0.0","0.0","0.0","6.9","10.0","3.9","   20","   20","9.8","12.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-05","5.3",,"3.6","0.0","0.0","6.1","7.2","5.0","   30","   30","9.4","11.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-06","1.5",,"5.1","0.0","0.0","5.6","7.8","5.0","  160","  130","3.6","4.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-07","1.9",,"0.0","0.0","0.0","6.0","8.9","3.9","  350","  350","4.0","4.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-08","2.4",,"3.3","0.0","0.0","5.9","8.3","4.4","  220","  240","6.7","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-09","1.9",,"0.3","0.0","0.0","5.6","9.4","2.8","   20","   60","4.0","5.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-10","1.9",,"0.0","0.0","0.0","5.0","10.0","2.2","  130","  140","4.0","5.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-11","4.0",,"7.4","0.0","0.0","7.6","11.1","5.6","  220","  200","10.7","15.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-12","3.5",,"7.9","0.0","0.0","7.9","8.3","6.1","  220","  230","6.7","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-13","3.7",,"0.0","0.0","0.0","6.8","9.4","4.4","   10","   40","6.3","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-14","4.9",,"1.3","0.0","0.0","6.1","9.4","2.8","   90","  100","11.2","17.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-15","3.9",,"5.8","0.0","0.0","4.4","6.7","1.7","   90","  100","10.3","14.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-16","4.7",,"0.0","0.0","0.0","5.1","10.0","1.1","  110","  110","9.4","13.0"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-17","5.5",,"0.0","0.0","0.0","7.7","12.2","5.6","  110","  110","9.4","13.0"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-18","2.7",,"0.0","0.0","0.0","8.1","10.0","5.6","  110","  110","6.3","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-19","2.7",,"1.0","0.0","0.0","7.1","8.9","3.9","   20","   30","5.8","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-20","2.3",,"4.1","0.0","0.0","7.6","12.2","5.6","  200","  200","7.6","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-21","3.4",,"9.7","0.0","0.0","8.9","10.6","7.2","  180","  170","6.3","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-22","2.2",,"0.0","0.0","0.0","8.9","13.3","5.6","  170","  170","5.4","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-23","1.5",,"0.0","0.0","0.0","6.9","11.1","1.7","  310","  320","5.8","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-24","3.8",,"0.0","0.0","0.0","7.3","10.0","5.0","  190","  200","9.4","11.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-25","7.4",,"4.3","0.0","0.0","8.4","10.0","3.3","  220","  220","13.0","20.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-26","3.7",,"1.3","0.0","0.0","4.8","6.7","0.0","  310","  320","11.6","16.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-27","3.8",,"1.3","0.0","0.0","1.5","7.8","-1.6","  200","  190","9.4","14.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-28","7.2",,"24.1","0.0","0.0","7.6","10.0","5.0","  190","  190","13.0","18.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-02-29","4.9",,"15.0","0.0","0.0","5.7","6.1","1.1","  200","  200","9.8","14.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-01","3.4",,"3.6","0.0","0.0","2.9","6.1","1.7","  180","  190","9.4","12.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-02","4.7",,"2.3","0.0","0.0","3.8","6.7","1.1","  230","  220","9.8","14.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-03","5.2",,"2.5","0.0","0.0","3.3","6.1","1.7","  200","  210","10.3","14.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-04","4.4",,"5.6","8.0","0.0","3.8","7.2","0.6","  220","  190","7.6","10.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-05","3.2",,"0.0","0.0","0.0","2.7","7.2","-0.5","  300","  300","6.7","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-06","2.4",,"0.0","0.0","0.0","2.2","7.2","-2.1","   60","   90","4.0","5.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-07","2.1",,"0.0","0.0","0.0","3.1","8.3","-1.0","  280","   70","4.5","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-08","2.0",,"0.0","0.0","0.0","6.1","12.2","3.3","  140","  140","5.4","6.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-09","5.5",,"0.8","0.0","0.0","8.2","11.7","5.0","  200","  200","14.3","19.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-10","5.6",,"5.3","0.0","0.0","8.2","10.0","6.1","  190","  180","11.6","18.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-11","4.7",,"5.1","0.0","0.0","7.2","9.4","5.0","  160","  180","9.4","13.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-12","5.9",,"3.8","0.0","0.0","7.7","9.4","3.9","  220","  230","11.6","15.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-13","2.3",,"0.0","0.0","0.0","5.8","11.1","3.9","  210","  200","6.7","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-14","2.7",,"0.0","0.0","0.0","6.9","13.9","1.7","   10","  350","6.3","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-15","5.2",,"0.0","0.0","0.0","9.0","16.7","4.4","   30","   30","7.6","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-16","2.8",,"0.0","0.0","0.0","11.7","23.3","6.7","   20","   30","8.1","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-17","2.9",,"0.0","0.0","0.0","15.0","21.7","8.3","   40","   30","6.7","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-18","3.0",,"0.0","0.0","0.0","13.3","18.9","6.7","  350","  350","5.4","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-19","2.3",,"0.0","0.0","0.0","11.9","17.8","6.1","  210","  200","6.3","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-20","3.2",,"0.8","0.0","0.0","9.5","10.6","7.8","  220","  210","6.3","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-21","2.6",,"2.8","0.0","0.0","9.7","13.3","7.8","  100","  220","4.5","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-22","2.2",,"5.6","0.0","0.0","10.4","11.7","8.3","   90","   90","6.3","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-23","2.6",,"1.8","0.0","0.0","9.9","11.7","7.8","   90","   90","6.3","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-24","2.9",,"0.0","0.0","0.0","9.3","14.4","7.8","  210","  210","8.9","11.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-25","4.4",,"0.5","0.0","0.0","9.7","11.1","7.8","  220","  220","8.9","11.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-26","4.6",,"0.0","0.0","0.0","8.8","12.8","6.7","  190","  190","8.9","11.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-27","3.9",,"13.7","0.0","0.0","8.7","11.7","6.1","  190","  200","6.3","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-28","3.9",,"5.1","0.0","0.0","7.8","12.2","5.6","  210","  230","6.3","16.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-29","3.1",,"0.8","0.0","0.0","9.3","15.0","5.0","  350","  350","9.4","11.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-30","3.8",,"0.0","0.0","0.0","9.2","14.4","4.4","  350","  340","6.3","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-03-31","3.1",,"0.0","0.0","0.0","9.5","16.1","4.4","  350","  350","7.6","11.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-01",,,"0.0","0.0","0.0","10.7","16.1","6.1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-02",,,"0.5","0.0","0.0","14.9","19.4","7.2",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-03",,,"0.0","0.0","0.0","9.2","11.7","5.6",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-04",,,"2.3","0.0","0.0","6.6","7.8","5.0",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-05",,,"0.0","0.0","0.0","6.6","11.1","5.0",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-06",,,"0.8","0.0","0.0","7.9","8.3","6.1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-07",,,"0.5","0.0","0.0","8.0","12.2","5.6",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-08",,,"5.1","0.0","0.0","8.1","11.7","5.0",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-09",,,"1.0","0.0","0.0","9.8","12.8","7.8",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-10",,,"0.0","0.0","0.0","9.8","14.4","3.9",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-11",,,"0.0","0.0","0.0","9.6","12.8","5.6",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-12",,,"0.0","0.0","0.0","10.0","13.9","7.2",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-13",,,"0.0","0.0","0.0","9.7","17.2","5.6",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-14",,,"0.0","0.0","0.0","11.8","18.3","6.1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-15",,,"0.0","0.0","0.0","10.3","13.3","6.7",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-16",,,"0.0","0.0","0.0","7.8","12.2","4.4",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-17",,,"0.0","0.0","0.0","7.9","15.0","2.2",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-18",,,"0.0","0.0","0.0","10.5","17.8","3.9",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-19",,,"0.0","0.0","0.0","12.9","20.0","7.2",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-20",,,"0.0","0.0","0.0","16.1","22.2","7.2",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-21",,,"0.8","0.0","0.0","9.2","14.4","5.6",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-22",,,"0.0","0.0","0.0","10.6","16.1","6.1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-23",,,"0.0","0.0","0.0","12.5","21.1","6.7",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-24",,,"0.0","0.0","0.0","11.6","12.2","7.8",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-25",,,,"0.0","0.0","9.9","11.7",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-26",,,"2.0","0.0","0.0","10.9","16.1","9.4",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-27",,,"2.3","0.0","0.0","10.7","11.1","8.3",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-28",,,"1.0","0.0","0.0","9.6","11.7","6.1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-29",,,"5.8","0.0","0.0","7.4","12.2","3.9",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-04-30","2.8",,"0.5","0.0","0.0","7.7","13.3","5.0","  290","  290","6.7","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-01","3.1",,"0.0","0.0","0.0","9.1","14.4","4.4","  240","  230","6.7","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-02","3.5",,"0.0","0.0","0.0","10.9","18.9","5.6","  360","   10","6.7","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-03","2.8",,"0.0","0.0","0.0","13.2","18.9","7.8","  250","  260","7.6","12.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-04","4.0",,"3.0","0.0","0.0","12.2","12.8","9.4","   20","   20","10.3","12.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-05","5.6",,"3.6","0.0","0.0","9.7","10.6","8.3","  210","  230","9.8","14.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-06","5.8",,"0.3","0.0","0.0","9.4","12.8","7.2","  210","  200","10.3","14.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-07","3.4",,"0.3","0.0","0.0","9.2","15.0","5.6","   40","   40","6.7","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-08","3.9",,"0.0","0.0","0.0","11.3","17.8","5.6","  340","  360","9.4","12.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-09","5.0",,"0.0","0.0","0.0","14.4","23.3","7.2","   20","   30","8.9","11.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-10","2.8",,"0.0","0.0","0.0","19.3","28.9","11.1","  360","   10","6.3","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-11","2.2",,"0.0","0.0","0.0","21.1","28.3","12.8","   40","   20","6.3","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-12","3.4",,"0.0","0.0","0.0","18.9","23.9","10.6","   50","   40","8.1","11.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-13","3.5",,"0.0","0.0","0.0","15.5","17.2","11.1","   50","   50","7.6","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-14","3.9",,"0.0","0.0","0.0","14.4","21.7","9.4","   30","   40","9.4","12.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-15","2.4",,"0.0","0.0","0.0","16.6","23.9","10.6","  250","  290","4.5","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-16","5.5",,"0.5","0.0","0.0","14.6","17.8","9.4","  220","  210","12.5","18.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-17","4.9",,"0.0","0.0","0.0","11.8","17.2","7.2","  210","  220","7.6","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-18","2.8",,"6.1","0.0","0.0","10.8","14.4","8.3","  210","  200","5.8","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-19","2.7",,"0.0","0.0","0.0","9.8","16.7","6.1","  290","  270","5.8","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-20","2.9",,"0.0","0.0","0.0","11.9","17.8","7.2","  200","  260","5.8","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-21","5.5",,"16.8","0.0","0.0","11.1","11.1","7.8","  220","  220","11.6","16.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-22","3.6",,"0.0","0.0","0.0","10.4","15.6","7.8","  220","  220","11.6","16.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-23","3.8",,"0.0","0.0","0.0","12.1","16.1","8.3","  250","  240","6.3","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-24","3.6",,"1.8","0.0","0.0","11.6","13.9","8.9","  220","  220","8.1","10.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-25","6.1",,"0.8","0.0","0.0","11.1","16.1","8.3","  220","  220","10.7","15.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-26","3.6",,"2.5","0.0","0.0","10.8","15.0","8.9","  200","  200","6.7","8.5"
